resource_name,resource_type,location,owner,environment,cost_center,created_date,last_modified_date,tags,subscription_id,resource_group_name,resource_id,sku,status,provisioning_state,managed_by,monthly_cost,compliance_status,backup_enabled,monitoring_enabled,security_group,public_ip_enabled,encryption_status,identity_type,migration_wave,migration_status,on_premises_server,dependencies
sql-staging-data-971,Microsoft.Sql/servers,east-us,Homer,staging,NUCLEAR_OPS,2024-05-22,2024-08-30,"owner=Homer,env=staging,cost_center=NUCLEAR_OPS,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-staging-homer,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-staging-homer/providers/Microsoft.Sql/servers/sql-staging-data-971,Premium,running,Succeeded,,3159.78,Compliant,disabled,False,nsg-staging-1,no,enabled,None,WAVE 2,Failed,,
kvproductionprovide76,Microsoft.KeyVault/vaults,Shelbyville,Marge,production,,2023-12-20,2024-03-06,"Environment=production,Owner=Marge,CostCenter=",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-production-leave,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-production-leave/providers/Microsoft.KeyVault/vaults/kvproductionprovide76,Standard,running,Succeeded,,39.98,Compliant,enabled,True,nsg-production-4,enabled,Disabled,system-assigned,Wave 3,completed,,
"wilson,rayandmyers-ci-663",Microsoft.ContainerInstance/containerGroups,east-us,Homer,PROD,NUCLEAR_OPS,2024-10-23,2025-02-01,Environment:PROD;Owner:Homer;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-PROD-homer,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-PROD-homer/providers/Microsoft.ContainerInstance/containerGroups/wilson,rayandmyers-ci-663",Premium,Failed,Succeeded,,652.9,NonCompliant,false,disabled,nsg-PROD-10,no,enabled,None,WAVE 2,not started,SPNF-THIRD-106,
vm-uat-on-525,Microsoft.Compute/virtualMachines,uk-south,Bart,uat,,2023-07-02,2024-11-01,"env=uat,owner=bart,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-uat-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-uat-resources/providers/Microsoft.Compute/virtualMachines/vm-uat-on-525,Standard_B1s,STOPPED,InProgress,,179.65,N/A,yes,true,nsg-uat-6,true,Not Configured,system-assigned,wave1,Complete,SPNF-SPEECH-361,
nsgdevelopmentclaim8,Microsoft.Network/networkSecurityGroups,westus,Marge,development,nuclear-ops,2023-07-13,2025-02-08,"env=development,owner=marge,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-development-idea,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-development-idea/providers/Microsoft.Network/networkSecurityGroups/nsgdevelopmentclaim8,Premium,Updating,succeeded,,12.55,UNKNOWN,yes,no,nsg-development-3,no,enabled,SystemAssigned,Wave 2,InProgress,SPNF-SIMILAR-152,"res-case-601,res-long-832,res-protect-831"
kv-production-program-040,Microsoft.KeyVault/vaults,Shelbyville,Marge,production,CC003,2023-11-21,2025-01-09,"owner=Marge,env=production,cost_center=CC003,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-production-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-production-resources/providers/Microsoft.KeyVault/vaults/kv-production-program-040,Premium,running,InProgress,,108.92,N/A,1,0,nsg-production-2,1,Not Configured,UserAssigned,Wave 2,IN PROGRESS,SPNF-THOUGH-808,
sa-test-else-601,Microsoft.Storage/storageAccounts,westus,Marge,test,nuclear-ops,2023-08-27,2023-12-16,"env=test,owner=marge,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-test-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-test-rg/providers/Microsoft.Storage/storageAccounts/sa-test-else-601,Premium_LRS,running,Succeeded,,84.49,Compliant,True,True,nsg-test-8,1,enabled,UserAssigned,Wave 1,Complete,SPNF-PRODUCT-972,
springfield-kv-particularly-qa,Microsoft.KeyVault/vaults,uk-south,Bart,qa,NUCLEAR_OPS,2023-09-15,2024-01-03,"owner=Bart,env=qa,cost_center=NUCLEAR_OPS,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-qa-can,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-qa-can/providers/Microsoft.KeyVault/vaults/springfield-kv-particularly-qa,Premium,Failed,InProgress,,54.11,compliant,1,True,nsg-qa-7,enabled,Disabled,UserAssigned,Wave 3,completed,SPNF-FEAR-674,
lb-development-everybody-841,Microsoft.Network/loadBalancers,Shelbyville,Homer,development,,2025-04-05,2025-04-25,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-development-homer,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-development-homer/providers/Microsoft.Network/loadBalancers/lb-development-everybody-841,Standard,running,succeeded,,233.76,Compliant,yes,False,,false,enabled,None,WAVE 2,Failed,SPNF-INCLUDE-785,
kv-production-blood-401,Microsoft.KeyVault/vaults,Springfield,Homer,production,CC001,2023-08-22,2024-02-01,"env=production,owner=homer,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,Homer-production-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Homer-production-rg/providers/Microsoft.KeyVault/vaults/kv-production-blood-401,Standard,running,InProgress,,61.7,Compliant,false,true,nsg-production-9,False,,SystemAssigned,Wave 1,NotStarted,SPNF-RIGHT-210,
lbDevhow91,Microsoft.Network/loadBalancers,Springfield,Homer,Dev,NUCLEAR_OPS,2023-11-10,2024-06-29,"owner=Homer,env=Dev,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-DEV-HOMER,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-DEV-HOMER/providers/Microsoft.Network/loadBalancers/lbDevhow91,Premium,running,Succeeded,,141.53,Compliant,False,enabled,nsg-Dev-8,enabled,Disabled,SystemAssigned,wave1,not started,SPNF-ACTION-541,
"welch,bondandwilson-ci-464",Microsoft.ContainerInstance/containerGroups,east-us,Bart,prod,CC002,2024-03-19,2025-03-29,"Environment=prod,Owner=Bart,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-prod-gun,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-prod-gun/providers/Microsoft.ContainerInstance/containerGroups/welch,bondandwilson-ci-464",Standard,STOPPED,Succeeded,,679.79,compliant,enabled,false,,True,Not Configured,system-assigned,Wave 3,Failed,,"res-positive-315,res-plan-282"
vnetSTAGINGaccept99,Microsoft.Network/virtualNetworks,UK South,Lisa,STAGING,NUCLEAR_OPS,2024-08-13,2024-08-21,Environment:STAGING;Owner:Lisa;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,Lisa-STAGING-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Lisa-STAGING-rg/providers/Microsoft.Network/virtualNetworks/vnetSTAGINGaccept99,Standard,Updating,InProgress,,28.32,N/A,enabled,0,nsg-STAGING-5,yes,,UserAssigned,Wave 3,Failed,SPNF-NATIONAL-680,
springfield-lb-claim-production,Microsoft.Network/loadBalancers,Springfield,Homer,production,CC001,2023-12-09,2023-12-31,,b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-production-way,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-production-way/providers/Microsoft.Network/loadBalancers/springfield-lb-claim-production,Premium,Updating,InProgress,,1202.45,Non-Compliant,disabled,yes,,True,Not Configured,SystemAssigned,wave1,not started,SPNF-GENERATION-275,"res-certainly-398,res-discussion-400,res-because-429"
saprodrole24,Microsoft.Storage/storageAccounts,westus,Lisa,prod,CC002,2023-09-03,2024-05-30,"owner=Lisa,env=prod,cost_center=CC002,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-PROD-LISA,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-PROD-LISA/providers/Microsoft.Storage/storageAccounts/saprodrole24,Premium_LRS,Updating,succeeded,azure-site-recovery,108.3,Compliant,False,0,nsg-prod-8,enabled,enabled,SystemAssigned,Wave 4,IN PROGRESS,SPNF-SECTION-209,
springfield-kv-financial-development,Microsoft.KeyVault/vaults,uk-south,Homer,development,NUCLEAR_OPS,2024-04-29,2024-09-25,"owner=Homer,env=development,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-development-music,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-development-music/providers/Microsoft.KeyVault/vaults/springfield-kv-financial-development,Basic,Updating,succeeded,,21.29,N/A,no,0,nsg-development-9,true,Enabled,None,Wave 3,NotStarted,SPNF-ENOUGH-135,"res-consumer-767,res-decade-491,res-right-668"
hayden-garcia-vnet-220,Microsoft.Network/virtualNetworks,Springfield,Marge,qa,CC002,2025-02-08,2025-06-02,"owner=Marge,env=qa,cost_center=CC002,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-qa-marge,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-qa-marge/providers/Microsoft.Network/virtualNetworks/hayden-garcia-vnet-220,Premium,Updating,Succeeded,,31.12,UNKNOWN,no,False,nsg-qa-5,True,Enabled,SystemAssigned,Wave 3,InProgress,,
kv-Dev-forget-103,Microsoft.KeyVault/vaults,Springfield,Marge,Dev,CC003,2025-05-09,2025-05-30,Environment:Dev;Owner:Marge;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-Dev-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-Dev-resources/providers/Microsoft.KeyVault/vaults/kv-Dev-forget-103,Standard,running,InProgress,,21.77,N/A,true,no,nsg-Dev-2,False,Disabled,None,wave1,Complete,,
cabrera-dean-app-513,Microsoft.Web/sites,east-us,Ned,test,nuclear-ops,2024-04-16,2025-03-15,"env=test,owner=ned,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-TEST-NED,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-TEST-NED/providers/Microsoft.Web/sites/cabrera-dean-app-513,Standard,Updating,Succeeded,,160.29,Non-Compliant,False,False,nsg-test-1,1,Enabled,SystemAssigned,WAVE 2,completed,SPNF-DECISION-040,
springfield-cosmos-hour-prod,Microsoft.DocumentDB/databaseAccounts,east-us,Marge,prod,CC003,2024-01-06,2025-04-05,"Environment=prod,Owner=Marge,CostCenter=CC003",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-prod-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-prod-resources/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-hour-prod,Standard,Failed,Failed,,1471.94,N/A,True,no,nsg-prod-7,false,Enabled,None,Wave 2,Complete,SPNF-IT-516,res-finally-320
kv-STAGING-PM-760,Microsoft.KeyVault/vaults,Springfield,Lisa,STAGING,CC001,2023-11-10,2024-07-17,"env=staging,owner=lisa,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-STAGING-lisa,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-STAGING-lisa/providers/Microsoft.KeyVault/vaults/kv-STAGING-PM-760,Standard,running,Failed,,27.43,Non-Compliant,false,1,nsg-STAGING-8,yes,enabled,UserAssigned,Wave 4,NotStarted,,
springfield-vm-cultural-Dev,Microsoft.Compute/virtualMachines,Springfield,Homer,Dev,CC001,2024-04-07,2024-07-28,Environment:Dev;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Homer-Dev-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Homer-Dev-rg/providers/Microsoft.Compute/virtualMachines/springfield-vm-cultural-Dev,Standard_D8s_v3,Updating,InProgress,,443.28,Compliant,True,False,nsg-Dev-2,1,enabled,None,wave1,NotStarted,SPNF-STATE-150,
sqlTestcan7,Microsoft.Sql/servers,east-us,Marge,Test,,2024-06-19,2025-01-25,"env=test,owner=marge,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-Test-marge,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-Test-marge/providers/Microsoft.Sql/servers/sqlTestcan7,Standard,Updating,InProgress,,314.2,Compliant,no,1,nsg-Test-1,1,,SystemAssigned,Wave 3,Failed,SPNF-STUFF-792,
sauatway50,Microsoft.Storage/storageAccounts,westus,Marge,uat,CC002,2023-09-11,2024-11-19,Environment:uat;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-UAT-MARGE,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-UAT-MARGE/providers/Microsoft.Storage/storageAccounts/sauatway50,Standard_GRS,STOPPED,Failed,,11.5,,no,yes,nsg-uat-10,no,Enabled,system-assigned,Wave 3,Failed,SPNF-FALL-918,
sauatpolitical19,Microsoft.Storage/storageAccounts,east-us,Marge,uat,,2024-05-27,2025-01-28,,b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-uat-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-uat-rg/providers/Microsoft.Storage/storageAccounts/sauatpolitical19,Premium_LRS,STOPPED,InProgress,,151.75,NonCompliant,true,True,nsg-uat-5,false,Enabled,None,WAVE 2,Complete,SPNF-TAX-034,res-front-52
jimenez-mooney-vnet-230,Microsoft.Network/virtualNetworks,Springfield,Bart,Test,CC002,2023-09-24,2023-12-29,"owner=Bart,env=Test,cost_center=CC002,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Test-know,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Test-know/providers/Microsoft.Network/virtualNetworks/jimenez-mooney-vnet-230,Premium,STOPPED,InProgress,,72.24,Non-Compliant,0,true,,enabled,enabled,SystemAssigned,Wave 4,completed,SPNF-LOCAL-239,
springfield-vm-general-qa,Microsoft.Compute/virtualMachines,UK South,Lisa,qa,CC001,2025-02-21,2025-06-12,"Environment=qa,Owner=Lisa,CostCenter=CC001",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-QA-LISA,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-QA-LISA/providers/Microsoft.Compute/virtualMachines/springfield-vm-general-qa,standard_d4s_v3,STOPPED,Failed,,298.31,N/A,False,False,nsg-qa-10,0,Enabled,system-assigned,WAVE 2,completed,SPNF-ABOVE-384,
skinnergroup-cosmos-97,Microsoft.DocumentDB/databaseAccounts,Springfield,Marge,STAGING,,2025-05-19,2025-06-13,"owner=Marge,env=STAGING,cost_center=,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MARGE/providers/Microsoft.DocumentDB/databaseAccounts/skinnergroup-cosmos-97,Standard,STOPPED,Succeeded,,981.98,N/A,no,no,nsg-STAGING-10,false,Not Configured,UserAssigned,Wave 2,IN PROGRESS,SPNF-WHY-500,
springfield-vnet-green-qa,Microsoft.Network/virtualNetworks,Shelbyville,Marge,qa,CC001,2025-01-05,2025-03-04,"Environment=qa,Owner=Marge,CostCenter=CC001",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-qa-just,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-qa-just/providers/Microsoft.Network/virtualNetworks/springfield-vnet-green-qa,Basic,STOPPED,InProgress,,46.76,,no,True,nsg-qa-6,disabled,Disabled,None,Wave 4,NotStarted,SPNF-FACE-873,"res-free-886,res-some-378"
springfield-cosmos-base-Dev,Microsoft.DocumentDB/databaseAccounts,east-us,Marge,Dev,CC002,2024-12-15,2025-03-13,,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-DEV-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-DEV-MARGE/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-base-Dev,Premium,Running,Failed,,865.54,,True,1,nsg-Dev-2,false,,system-assigned,wave1,completed,SPNF-MINUTE-758,
springfield-app-whether-Test,Microsoft.Web/sites,uksouth,Ned,Test,NUCLEAR_OPS,2023-07-16,2024-01-05,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Ned-Test-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Ned-Test-rg/providers/Microsoft.Web/sites/springfield-app-whether-Test,Standard,Running,Failed,,199.04,UNKNOWN,1,True,nsg-Test-6,enabled,Not Configured,system-assigned,Wave 4,completed,SPNF-ANYONE-051,
kv-test-that-519,Microsoft.KeyVault/vaults,eastus,Lisa,test,NUCLEAR_OPS,2024-05-27,2024-11-18,"Environment=test,Owner=Lisa,CostCenter=NUCLEAR_OPS",b2c3d4e5-f6g7-8901-bcde-f12345678901,Lisa-test-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Lisa-test-rg/providers/Microsoft.KeyVault/vaults/kv-test-that-519,Basic,STOPPED,succeeded,,12.65,Compliant,0,0,nsg-test-6,disabled,enabled,system-assigned,WAVE 2,completed,SPNF-CONFERENCE-115,res-behavior-153
cabrera-medina-nsg-246,Microsoft.Network/networkSecurityGroups,Shelbyville,Milhouse,prod,,2025-06-18,2025-06-22,"Environment=prod,Owner=Milhouse,CostCenter=",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-prod-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-prod-resources/providers/Microsoft.Network/networkSecurityGroups/cabrera-medina-nsg-246,Standard,Failed,Succeeded,,1.46,compliant,false,1,nsg-prod-5,enabled,Not Configured,system-assigned,Wave 2,Complete,SPNF-TRIP-565,
springfield-kv-use-uat,Microsoft.KeyVault/vaults,UK South,Marge,uat,nuclear-ops,2024-01-14,2024-09-25,"Environment=uat,Owner=Marge,CostCenter=nuclear-ops",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-UAT-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-UAT-MARGE/providers/Microsoft.KeyVault/vaults/springfield-kv-use-uat,Premium,running,InProgress,,41.87,compliant,False,enabled,nsg-uat-7,disabled,,system-assigned,Wave 1,InProgress,SPNF-RISE-792,
cosmos-staging-position-390,Microsoft.DocumentDB/databaseAccounts,westus,Homer,staging,nuclear-ops,2024-09-19,2025-03-16,"owner=Homer,env=staging,cost_center=nuclear-ops,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-staging-homer,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-staging-homer/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-staging-position-390,Basic,Running,succeeded,,964.06,NonCompliant,False,False,nsg-staging-1,False,Enabled,UserAssigned,wave1,Failed,SPNF-CALL-041,
mullinsgroup-ci-802,Microsoft.ContainerInstance/containerGroups,uk-south,Marge,test,CC002,2024-06-05,2025-02-19,"owner=Marge,env=test,cost_center=CC002,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-test-public,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-test-public/providers/Microsoft.ContainerInstance/containerGroups/mullinsgroup-ci-802,Premium,Stopped,succeeded,,565.61,Compliant,True,disabled,nsg-test-9,0,enabled,system-assigned,wave1,NotStarted,,
cosmos-qa-can-298,Microsoft.DocumentDB/databaseAccounts,UK South,Lisa,qa,CC002,2024-01-27,2024-10-03,"Environment=qa,Owner=Lisa,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-QA-LISA,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-QA-LISA/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-qa-can-298,Standard,Stopped,Failed,,128.57,N/A,0,enabled,nsg-qa-1,False,,None,WAVE 2,IN PROGRESS,SPNF-SPRING-450,
bakerllc-nsg-507,Microsoft.Network/networkSecurityGroups,eastus,Milhouse,PROD,nuclear-ops,2023-08-27,2024-05-27,"owner=Milhouse,env=PROD,cost_center=nuclear-ops,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-PROD-MILHOUSE,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-PROD-MILHOUSE/providers/Microsoft.Network/networkSecurityGroups/bakerllc-nsg-507,Standard,Stopped,InProgress,,6.35,N/A,no,False,nsg-PROD-9,false,Enabled,None,Wave 4,Complete,,
sqldevthing5,Microsoft.Sql/servers,east-us,Lisa,dev,NUCLEAR_OPS,2023-11-30,2025-05-22,"Environment=dev,Owner=Lisa,CostCenter=NUCLEAR_OPS",c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-dev-total,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-dev-total/providers/Microsoft.Sql/servers/sqldevthing5,GeneralPurpose,STOPPED,InProgress,,1984.44,Non-Compliant,disabled,yes,,disabled,Enabled,system-assigned,wave1,Failed,SPNF-BANK-810,
springfield-ci-as-development,Microsoft.ContainerInstance/containerGroups,Springfield,Marge,development,NUCLEAR_OPS,2025-03-20,2025-04-26,,c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-development-management,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-development-management/providers/Microsoft.ContainerInstance/containerGroups/springfield-ci-as-development,Premium,Running,Succeeded,,638.32,Compliant,true,yes,,0,,system-assigned,Wave 3,not started,,
sql-prod-cup-002,Microsoft.Sql/servers,East US,Apu,prod,NUCLEAR_OPS,2024-07-27,2024-11-25,"owner=Apu,env=prod,cost_center=NUCLEAR_OPS,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-prod-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-prod-resources/providers/Microsoft.Sql/servers/sql-prod-cup-002,GeneralPurpose,running,Succeeded,,1441.94,Non-Compliant,disabled,False,nsg-prod-6,False,,None,wave1,IN PROGRESS,,
vm-staging-soon-379,Microsoft.Compute/virtualMachines,east-us,Marge,staging,CC003,2023-10-03,2024-03-20,"env=staging,owner=marge,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-STAGING-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-STAGING-MARGE/providers/Microsoft.Compute/virtualMachines/vm-staging-soon-379,Standard_D8s_v3,Stopped,InProgress,,844.76,compliant,no,yes,nsg-staging-3,true,Disabled,SystemAssigned,Wave 2,Complete,SPNF-WHOM-813,
"palmer,deleonandlopez-app-769",Microsoft.Web/sites,Springfield,Marge,production,,2024-05-17,2024-09-21,"owner=Marge,env=production,cost_center=,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-PRODUCTION-MARGE,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-PRODUCTION-MARGE/providers/Microsoft.Web/sites/palmer,deleonandlopez-app-769",Premium,Updating,succeeded,,1100.9,,disabled,no,nsg-production-5,0,Enabled,SystemAssigned,Wave 4,NotStarted,SPNF-RICH-256,"res-food-874,res-true-79,res-participant-53"
cosmos-PROD-raise-195,Microsoft.DocumentDB/databaseAccounts,Shelbyville,Homer,PROD,,2023-07-06,2025-05-30,Environment:PROD;Owner:Homer;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-PROD-homer,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-PROD-homer/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-PROD-raise-195,Basic,Stopped,Succeeded,,2746.63,Non-Compliant,yes,false,nsg-PROD-7,false,Not Configured,SystemAssigned,wave1,Complete,SPNF-MAGAZINE-681,"res-culture-750,res-example-978,res-air-930"
bell-wilson-vnet-446,Microsoft.Network/virtualNetworks,uk-south,Homer,prod,,2023-08-28,2024-05-29,Environment:prod;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-PROD-HOMER,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-PROD-HOMER/providers/Microsoft.Network/virtualNetworks/bell-wilson-vnet-446,Basic,Failed,Succeeded,,56.02,UNKNOWN,no,enabled,,disabled,Enabled,None,WAVE 2,Failed,SPNF-LAWYER-580,
sql-uat-difference-607,Microsoft.Sql/servers,eastus,Bart,uat,,2023-09-07,2023-10-15,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-uat-bart,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-uat-bart/providers/Microsoft.Sql/servers/sql-uat-difference-607,Premium,Stopped,InProgress,,2089.54,compliant,false,yes,,false,Disabled,None,WAVE 2,IN PROGRESS,SPNF-RANGE-592,
sa-Dev-idea-423,Microsoft.Storage/storageAccounts,eastus,Ned,Dev,CC002,2024-09-27,2025-01-12,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-Dev-ned,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-Dev-ned/providers/Microsoft.Storage/storageAccounts/sa-Dev-idea-423,Standard_LRS,Updating,InProgress,,90.1,Non-Compliant,true,disabled,nsg-Dev-5,yes,Not Configured,system-assigned,Wave 4,Complete,SPNF-NEXT-557,
springfield-sql-natural-production,Microsoft.Sql/servers,eastus,Homer,production,nuclear-ops,2023-09-18,2024-03-06,"owner=Homer,env=production,cost_center=nuclear-ops,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-production-energy,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-production-energy/providers/Microsoft.Sql/servers/springfield-sql-natural-production,Basic,Failed,Failed,,4816.2,N/A,false,enabled,nsg-production-2,false,Disabled,SystemAssigned,wave1,Complete,SPNF-BUILDING-223,
springfield-ci-also-test,Microsoft.ContainerInstance/containerGroups,uksouth,Ned,test,,2025-05-09,2025-06-08,"env=test,owner=ned,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-TEST-NED,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-TEST-NED/providers/Microsoft.ContainerInstance/containerGroups/springfield-ci-also-test,Basic,STOPPED,InProgress,,175.98,UNKNOWN,0,false,nsg-test-3,true,Disabled,None,Wave 2,completed,SPNF-SCENE-903,
